Name,Party,Country,Loyalty to political group,Loyalty to national party,Participation in roll-call votes,,,
NEYTS-UYTTEBROECK Annemie,ALDE/ADLE,Belgium,97.24,98.28,75.10
MIZZI Marlene,S&D,Malta,91.59,98.26,86.46
MATERA Barbara,EPP,Italy,96.62,98.26,86.81
KARIM Sajjad,ECR,United Kingdom,96.38,98.25,70.02
ANDRIKIENĖ Laima Liucija,EPP,Lithuania,96.74,98.25,83.19
PERELLÓ RODRÍGUEZ Andrés,S&D,Spain,95.23,98.25,83.81
DEUTSCH Tamás,EPP,Hungary,94.68,98.24,69.40
KREHL Constanze Angela,S&D,Germany,95.55,98.24,90.03
GIRLING Julie,ECR,United Kingdom,96.17,98.24,91.67
GLATTFELDER Béla,EPP,Hungary,94.97,98.23,93.46
BICEP Jean-Jacob,Greens/EFA,France,98.38,98.23,82.97
CARONNA Salvatore,S&D,Italy,97.07,98.23,91.61
MORKŪNAITĖ-MIKULĖNIENĖ Radvilė,EPP,Lithuania,96.41,98.23,86.38
SARYUSZ-WOLSKI Jacek,EPP,Poland,95.56,98.23,83.44
NIEBLER Angelika,EPP,Germany,95.11,98.22,88.48
STIER Davor Ivo,EPP,Croatia,97.00,98.22,83.15
KELLY Seán,EPP,Ireland,93.37,98.21,96.94
COTTIGNY Jean Louis,S&D,France,93.65,98.21,87.93
SALAFRANCA SÁNCHEZ-NEYRA José Ignacio,EPP,Spain,96.05,98.21,89.00
MEISSNER Gesine,ALDE/ADLE,Germany,93.09,98.20,88.82
HIGGINS Jim,EPP,Ireland,93.36,98.18,88.49
WEBER Manfred,EPP,Germany,96.65,98.17,92.21
FJELLNER Christofer,EPP,Sweden,80.40,98.17,79.18
REVAULT D'ALLONNES BONNEFOY Christine,S&D,France,97.56,98.17,46.20
GRÈZE Catherine,Greens/EFA,France,97.81,98.17,83.19
SWINBURNE Kay,ECR,United Kingdom,96.63,98.16,85.92
WEBER Renate,ALDE/ADLE,Romania,97.54,98.16,85.86
GRIESBECK Nathalie,ALDE/ADLE,France,86.92,98.15,94.15
FORD Vicky,ECR,United Kingdom,96.27,98.15,86.42
CASINI Carlo,EPP,Italy,96.42,98.15,86.30
HOWITT Richard,S&D,United Kingdom,88.86,98.15,79.97
DEHAENE Jean-Luc,EPP,Belgium,91.83,98.12,40.61
SURJÁN László,EPP,Hungary,94.84,98.11,90.42
YÁÑEZ-BARNUEVO GARCÍA Luis,S&D,Spain,95.13,98.11,86.45
KIRKHOPE Timothy,ECR,United Kingdom,96.09,98.11,62.26
DROUTSAS Dimitrios,S&D,Greece,96.55,98.10,53.15
CALLANAN Martin,ECR,United Kingdom,96.78,98.10,87.57
RIERA MADURELL Teresa,S&D,Spain,94.74,98.09,88.77
PAŞCU Ioan Mircea,S&D,Romania,96.79,98.09,89.13
GAHLER Michael,EPP,Germany,96.97,98.08,93.85
ESTRELA Edite,S&D,Portugal,97.40,98.07,87.29
NEUSER Norbert,S&D,Germany,95.80,98.07,94.81
TĂNĂSESCU Claudiu Ciprian,S&D,Romania,93.83,98.07,94.14
ALFANO Sonia,ALDE/ADLE,Italy,81.86,98.07,50.98
KOEWIUS Annette,EPP,Germany,98.49,98.07,89.56
BREYER Hiltrud,Greens/EFA,Germany,98.29,98.07,96.86
ROSS Tadeusz,EPP,Poland,97.86,98.06,65.69
BERÈS Pervenche,S&D,France,94.51,98.06,82.11
HONEYBALL Mary,S&D,United Kingdom,89.56,98.06,89.69
VAUGHAN Derek,S&D,United Kingdom,89.08,98.05,94.45
IVAN Cătălin Sorin,S&D,Romania,97.32,98.05,70.09
VĂLEAN Adina-Ioana,ALDE/ADLE,Romania,96.87,98.05,79.50
ROATTA Jean,EPP,France,96.36,98.02,71.03
GERINGER de OEDENBERG Lidia Joanna,S&D,Poland,94.80,98.02,98.05
PALECKIS Justas Vincas,S&D,Lithuania,96.90,98.01,68.06
ANDREASEN Marta,ECR,United Kingdom,72.56,98.01,94.20
THOMAS Isabelle,S&D,France,93.74,98.01,87.54
HERCZOG Edit,S&D,Hungary,96.69,98.00,80.82
JĘDRZEJEWSKA Sidonia Elżbieta,EPP,Poland,95.95,98.00,88.34
WIKSTRÖM Cecilia,ALDE/ADLE,Sweden,93.21,98.00,89.01
TANNOCK Charles,ECR,United Kingdom,96.28,98.00,96.42
GEBHARDT Evelyne,S&D,Germany,95.02,98.00,93.45
MORAES Claude,S&D,United Kingdom,89.45,97.99,78.57
LIBERADZKI Bogusław,S&D,Poland,94.82,97.99,87.16
NICULESCU Rareş-Lucian,EPP,Romania,97.49,97.98,73.39
WEIDENHOLZER Josef,S&D,Austria,88.99,97.97,84.38
GAUZÈS Jean-Paul,EPP,France,97.01,97.97,88.41
ZALBA BIDEGAIN Pablo,EPP,Spain,95.54,97.96,87.20
KOPPA Maria Eleni,S&D,Greece,96.15,97.94,84.37
TRÜPEL Helga,Greens/EFA,Germany,97.63,97.94,74.67
BULLMANN Udo,S&D,Germany,94.84,97.93,84.07
SZYMAŃSKI Konrad,ECR,Poland,87.37,97.93,90.75
STURDY Robert,ECR,United Kingdom,96.91,97.92,58.73
NUTTALL Paul,EFD,United Kingdom,54.90,97.91,42.62
PANAYOTOVA Monika,EPP,Bulgaria,96.62,97.91,87.35
FERREIRA Elisa,S&D,Portugal,96.20,97.91,86.17
YANNAKOUDAKIS Marina,ECR,United Kingdom,96.24,97.90,83.03
RODUST Ulrike,S&D,Germany,94.87,97.89,95.22
GURMAI Zita,S&D,Hungary,96.74,97.88,83.69
SARTORI Amalia,EPP,Italy,96.10,97.88,67.81
MARINESCU Marian-Jean,EPP,Romania,96.22,97.87,92.76
ROHDE Jens,ALDE/ADLE,Denmark,91.57,97.87,80.35
BÜTIKOFER Reinhard,Greens/EFA,Germany,97.72,97.86,79.86
STEINRUCK Jutta,S&D,Germany,95.03,97.86,93.88
BERLINGUER Luigi,S&D,Italy,97.88,97.86,67.72
ZAHRADIL Jan,ECR,Czech Republic,94.08,97.85,79.30
PAKARINEN Riikka,ALDE/ADLE,Finland,95.53,97.84,44.71
CORREIA DE CAMPOS António Fernando,S&D,Portugal,96.80,97.84,90.68
ANDRÉS BAREA Josefa,S&D,Spain,95.13,97.83,93.29
BOŞTINARU Victor,S&D,Romania,97.46,97.83,95.04
HÄNDEL Thomas,GUE-NGL,Germany,93.23,97.83,76.37
POUPAKIS Konstantinos,EPP,Greece,90.32,97.81,80.43
MYNÁŘ Vojtěch,S&D,Czech Republic,97.81,97.81,69.51
LUDVIGSSON Olle,S&D,Sweden,85.43,97.81,93.68
STEVENSON Struan,ECR,United Kingdom,96.60,97.80,94.56
COMI Lara,EPP,Italy,96.18,97.80,85.73
LYUBCHEVA Marusya,S&D,Bulgaria,94.88,97.79,95.89
ROUČEK Libor,S&D,Czech Republic,97.40,97.79,90.78
KOUMOUTSAKOS Georgios,EPP,Greece,91.69,97.79,72.09
SENYSZYN Joanna,S&D,Poland,94.09,97.79,91.60
McAVAN Linda,S&D,United Kingdom,88.94,97.77,84.94
RAPKAY Bernhard,S&D,Germany,97.05,97.77,90.23
FERBER Markus,EPP,Germany,94.51,97.76,90.29
WATSON Sir Graham,ALDE/ADLE,United Kingdom,95.37,97.76,85.42
SARVAMAA Petri,EPP,Finland,93.57,97.76,90.13
PITTELLA Gianni,S&D,Italy,96.96,97.75,63.22
GARRIGA POLLEDO Salvador,EPP,Spain,96.23,97.74,66.77
ANTONIOZZI Alfredo,EPP,Italy,97.44,97.73,57.71
ZANICCHI Iva,EPP,Italy,96.69,97.73,89.50
LUHAN Petru Constantin,EPP,Romania,97.41,97.72,87.75
PAPASTAMKOS Georgios,EPP,Greece,90.96,97.72,54.03
WORTMANN-KOOL Corien,EPP,Netherlands,95.11,97.71,84.87
IACOLINO Salvatore,EPP,Italy,96.70,97.71,89.14
KRATSA-TSAGAROPOULOU Rodi,EPP,Greece,91.81,97.71,78.39
MILANA Guido,S&D,Italy,96.61,97.71,76.74
HORTEFEUX Brice,EPP,France,95.81,97.70,91.92
DE VEYRAC Christine,EPP,France,93.15,97.69,89.33
LANGE Bernd,S&D,Germany,94.89,97.68,90.46
BALDASSARRE Raffaele,EPP,Italy,96.23,97.68,78.82
GRÓBARCZYK Marek Józef,ECR,Poland,85.92,97.68,83.95
PICULA Tonino,S&D,Croatia,96.70,97.68,90.40
DE BACKER Philippe,ALDE/ADLE,Belgium,96.15,97.68,87.10
MATHIEU HOUILLON Véronique,EPP,France,95.56,97.66,86.01
KOŽUŠNÍK Edvard,ECR,Czech Republic,93.47,97.66,80.07
COLLIN-LANGEN Birgit,EPP,Germany,97.12,97.65,78.19
FRIGO Franco,S&D,Italy,97.66,97.65,95.02
MAZZONI Erminia,EPP,Italy,95.77,97.64,82.93
MAŠTÁLKA Jiří,GUE-NGL,Czech Republic,81.83,97.63,84.00
PATRICIELLO Aldo,EPP,Italy,97.43,97.63,55.27
HÜBNER Danuta Maria,EPP,Poland,95.55,97.62,89.40
JÄÄTTEENMÄKI Anneli,ALDE/ADLE,Finland,91.20,97.62,82.70
TOŠENOVSKÝ Evžen,ECR,Czech Republic,94.14,97.61,89.48
ROCHEFORT Robert,ALDE/ADLE,France,88.63,97.61,89.96
QUISTHOUDT-ROWOHL Godelieve,EPP,Germany,96.48,97.60,65.29
PANZERI Pier Antonio,S&D,Italy,97.19,97.60,79.64
KLINZ Wolf,ALDE/ADLE,Germany,91.04,97.59,80.32
CARVALHO Maria Da Graça,EPP,Portugal,94.57,97.58,93.68
LULLING Astrid,EPP,Luxembourg,95.10,97.56,94.47
REIMERS Britta,ALDE/ADLE,Germany,90.77,97.55,96.60
BOVÉ José,Greens/EFA,France,96.87,97.55,86.28
LANDSBERGIS Vytautas,EPP,Lithuania,95.93,97.54,66.71
SASSOLI David-Maria,S&D,Italy,96.48,97.54,75.54
PÖTTERING Hans-Gert,EPP,Germany,97.76,97.52,83.95
TIROLIEN Patrice,S&D,France,94.93,97.49,81.31
BALDINI Marino,S&D,Croatia,96.65,97.49,88.02
GARCÍA-HIERRO CARABALLO Dolores,S&D,Spain,93.87,97.45,84.42
CREŢU Corina,S&D,Romania,96.78,97.44,77.60
HUGHES Stephen,S&D,United Kingdom,90.76,97.44,85.98
DATI Rachida,EPP,France,94.72,97.43,85.52
ALVES Luís Paulo,S&D,Portugal,95.92,97.43,94.27
FARAGE Nigel,EFD,United Kingdom,52.33,97.42,42.97
ESTARÀS FERRAGUT Rosa,EPP,Spain,94.64,97.41,89.74
MAYER Hans-Peter,EPP,Germany,96.51,97.41,90.09
BĂSESCU Elena,EPP,Romania,96.67,97.40,81.55
PIOTROWSKI Mirosław,ECR,Poland,86.36,97.40,94.83
ČEŠKOVÁ Andrea,ECR,Czech Republic,94.59,97.39,78.49
PRODI Vittorio,S&D,Italy,97.11,97.37,82.06
PATRÃO NEVES Maria do Céu,EPP,Portugal,95.06,97.36,86.38
JEGGLE Elisabeth,EPP,Germany,96.01,97.35,97.23
BOWLES Sharon,ALDE/ADLE,United Kingdom,94.29,97.35,87.98
WIELAND Rainer,EPP,Germany,96.93,97.34,88.51
ULVSKOG Marita,S&D,Sweden,84.78,97.32,93.84
KOVATCHEV Andrey,EPP,Bulgaria,95.42,97.32,88.19
CASTILLO VERA Pilar del,EPP,Spain,94.84,97.30,78.26
JUVIN Philippe,EPP,France,95.30,97.30,84.13
CREUTZMANN Jürgen,ALDE/ADLE,Germany,91.64,97.28,91.19
BERLATO Sergio,EPP,Italy,96.90,97.28,85.86
OOMEN-RUIJTEN Ria,EPP,Netherlands,92.55,97.27,83.52
KOWAL Paweł Robert,ECR,Poland,86.32,97.26,87.20
VLASTO Dominique,EPP,France,95.72,97.25,67.06
LANGEN Werner,EPP,Germany,96.21,97.24,93.26
CABRNOCH Milan,ECR,Czech Republic,94.22,97.23,69.76
CORAZZA BILDT Anna Maria,EPP,Sweden,82.78,97.23,82.42
LUDFORD Baroness Sarah,ALDE/ADLE,United Kingdom,93.85,97.22,93.72
ENCIU Ioan,S&D,Romania,96.03,97.22,95.98
FLAŠÍKOVÁ BEŇOVÁ Monika,S&D,Slovakia,96.23,97.21,88.08
UNGUREANU Traian,EPP,Romania,97.01,97.21,62.55
PALLONE Alfredo,EPP,Italy,96.11,97.20,61.27
VOSS Axel,EPP,Germany,95.83,97.20,92.10
MANN Thomas,EPP,Germany,97.21,97.19,94.67
PACK Doris,EPP,Germany,96.30,97.18,90.95
BÖGE Reimer,EPP,Germany,96.10,97.17,83.28
SARNEZ Marielle de,ALDE/ADLE,France,87.19,97.16,80.51
CERCAS Alejandro,S&D,Spain,94.63,97.16,91.15
BACH Georges,EPP,Luxembourg,94.50,97.15,96.74
ZIMMER Gabriele,GUE-NGL,Germany,95.02,97.15,86.80
LÓPEZ AGUILAR Juan Fernando,S&D,Spain,94.37,97.14,85.96
CANCIAN Antonio,EPP,Italy,95.39,97.14,85.73
DE CASTRO Paolo,S&D,Italy,96.50,97.12,84.84
MICHELS Martina,GUE-NGL,Germany,95.91,97.10,97.74
WŁOSOWICZ Jacek,EFD,Poland,75.32,97.09,80.39
GOMES Ana,S&D,Portugal,95.84,97.09,85.23
GLANTE Norbert,S&D,Germany,95.09,97.07,86.83
BERTOT Fabrizio,EPP,Italy,95.61,97.06,97.31
COCHET Yves,Greens/EFA,France,96.46,97.06,80.64
LEINEN Jo,S&D,Germany,94.78,97.03,89.11
SILVESTRIS Sergio Paolo Francesco,EPP,Italy,95.92,97.03,98.29
THUN UND HOHENSTEIN Róża Gräfin von,EPP,Poland,94.58,97.03,82.14
ITURGAIZ ANGULO Carlos José,EPP,Spain,94.31,97.01,74.00
OLEJNICZAK Wojciech Michał,S&D,Poland,95.20,97.01,87.04
ERNST Cornelia,GUE-NGL,Germany,92.14,97.01,85.89
OJULAND Kristiina,ALDE/ADLE,Estonia,93.93,97.00,84.59
ENGEL Frank,EPP,Luxembourg,93.08,97.00,87.19
CASPARY Daniel,EPP,Germany,95.52,96.99,91.67
VERHEYEN Sabine,EPP,Germany,95.34,96.99,85.45
REUL Herbert,EPP,Germany,95.38,96.99,90.48
MOTTI Tiziano,EPP,Italy,95.26,96.98,78.84
SCHOLZ Helmut,GUE-NGL,Germany,92.01,96.98,94.31
KLUTE Jürgen,GUE-NGL,Germany,93.40,96.98,89.51
WEILER Barbara,S&D,Germany,94.34,96.97,90.29
KAMMEREVERT Petra,S&D,Germany,93.89,96.97,90.09
SCHNELLHARDT Horst,EPP,Germany,96.71,96.96,92.72
HAUG Jutta,S&D,Germany,94.35,96.96,93.08
RANGEL Paulo,EPP,Portugal,96.23,96.95,78.16
MARTIN David,S&D,United Kingdom,89.25,96.95,93.00
ULMER Thomas,EPP,Germany,95.90,96.94,88.32
JÁRÓKA Lívia,EPP,Hungary,94.25,96.94,68.25
ŢICĂU Silvia-Adriana,S&D,Romania,95.35,96.94,75.75
ANTONESCU Elena Oana,EPP,Romania,96.19,96.93,94.01
DAVID Mário,EPP,Portugal,95.79,96.93,69.56
MULDER Jan,ALDE/ADLE,Netherlands,94.76,96.93,93.55
BERMAN Thijs,S&D,Netherlands,90.51,96.92,87.99
ANTINORO Antonello,EPP,Italy,94.92,96.92,58.28
PIRILLO Mario,S&D,Italy,96.15,96.91,73.54
FÄRM Göran,S&D,Sweden,88.02,96.88,92.67
KAMALL Syed,ECR,United Kingdom,95.08,96.87,69.33
BALZ Burkhard,EPP,Germany,96.17,96.87,85.58
KLASS Christa,EPP,Germany,96.22,96.86,97.96
BEARDER Catherine,ALDE/ADLE,United Kingdom,94.38,96.86,84.90
SIEKIERSKI Czesław Adam,EPP,Poland,94.75,96.86,87.06
KOCH Dieter-Lebrecht,EPP,Germany,95.96,96.84,96.45
HOHLMEIER Monika,EPP,Germany,93.64,96.83,93.05
OUZKÝ Miroslav,ECR,Czech Republic,94.25,96.82,69.83
ATTARD-MONTALTO John,S&D,Malta,92.08,96.81,57.68
RIVELLINI Crescenzio,EPP,Italy,95.98,96.80,74.75
GUTIÉRREZ-CORTINES Cristina,EPP,Spain,95.37,96.80,74.13
McCARTHY Arlene,S&D,United Kingdom,87.38,96.79,72.62
GARDINI Elisabetta,EPP,Italy,95.47,96.78,90.42
ERTUG Ismail,S&D,Germany,94.88,96.73,88.08
KREISSL-DÖRFLER Wolfgang,S&D,Germany,93.93,96.73,78.37
THEIN Alexandra,ALDE/ADLE,Germany,90.80,96.72,93.19
KORHOLA Eija-Riitta,EPP,Finland,92.78,96.71,85.98
COZZOLINO Andrea,S&D,Italy,95.56,96.66,67.68
SONIK Bogusław,EPP,Poland,94.29,96.63,89.51
McMILLAN-SCOTT Edward,ALDE/ADLE,United Kingdom,93.16,96.59,73.42
RONZULLI Licia,EPP,Italy,94.98,96.54,83.49
FLECKENSTEIN Knut,S&D,Germany,94.38,96.52,85.61
BAGÓ Zoltán,EPP,Hungary,97.91,96.52,91.68
SCHWAB Andreas,EPP,Germany,95.83,96.50,92.04
COFFERATI Sergio Gaetano,S&D,Italy,95.88,96.50,92.77
BORGHEZIO Mario,NI,Italy,85.47,96.49,86.42
ZALEWSKI Paweł,EPP,Poland,93.80,96.46,82.47
KUHN Werner,EPP,Germany,96.91,96.45,87.42
THEURER Michael,ALDE/ADLE,Germany,91.70,96.42,81.78
COHN-BENDIT Daniel,Greens/EFA,France,96.35,96.42,81.18
THOMSEN Britta,S&D,Denmark,86.08,96.42,89.71
SCHNIEBER-JASTRAM Birgit,EPP,Germany,96.36,96.41,84.89
IOVINE Vincenzo,S&D,Italy,92.32,96.40,75.79
SOMMER Renate,EPP,Germany,95.06,96.39,93.32
NITRAS Sławomir,EPP,Poland,94.15,96.37,83.51
MASIP HIDALGO Antonio,S&D,Spain,93.37,96.35,79.92
EHLER Christian,EPP,Germany,96.34,96.33,78.49
DARTMOUTH William (The Earl of),EFD,United Kingdom,53.12,96.31,69.03
CYMAŃSKI Tadeusz,EFD,Poland,77.17,96.31,83.03
DAUL Joseph,EPP,France,98.29,96.30,91.75
TABAJDI Csaba Sándor,S&D,Hungary,94.22,96.30,88.26
SEHNALOVÁ Olga,S&D,Czech Republic,95.54,96.28,94.91
SKINNER Peter,S&D,United Kingdom,88.74,96.27,87.50
SPERONI Francesco Enrico,EFD,Italy,83.31,96.26,93.75
TAKKULA Hannu,ALDE/ADLE,Finland,85.52,96.25,84.57
BROK Elmar,EPP,Germany,96.35,96.21,75.92
BONSIGNORE Vito,EPP,Italy,95.45,96.20,65.62
LYON George,ALDE/ADLE,United Kingdom,93.01,96.11,81.02
VLASÁK Oldřich,ECR,Czech Republic,93.23,96.11,94.20
KURSKI Jacek Olgierd,EFD,Poland,76.72,96.09,72.63
DUFF Andrew,ALDE/ADLE,United Kingdom,97.17,96.05,94.68
DE MITA Luigi Ciriaco,EPP,Italy,94.38,96.04,49.39
CROWLEY Brian,ALDE/ADLE,Ireland,83.12,96.00,47.08
VERGIAT Marie-Christine,GUE-NGL,France,87.84,95.97,83.87
DUŠEK Robert,S&D,Czech Republic,95.31,95.96,88.51
NEWTON DUNN Bill,ALDE/ADLE,United Kingdom,96.58,95.94,95.35
TSOUKALAS Ioannis A.,EPP,Greece,89.25,95.93,74.46
LIESE Peter,EPP,Germany,94.93,95.93,84.51
COELHO Carlos,EPP,Portugal,92.37,95.85,92.23
MANDERS Toine,ALDE/ADLE,Netherlands,87.59,95.81,93.89
GRÄSSLE Ingeborg,EPP,Germany,94.34,95.74,94.63
GOULARD Sylvie,ALDE/ADLE,France,90.00,95.69,80.72
JAHR Peter,EPP,Germany,94.46,95.67,94.40
LE HYARIC Patrick,GUE-NGL,France,87.69,95.66,77.09
KOHLÍČEK Jaromír,GUE-NGL,Czech Republic,78.68,95.64,76.64
HEDH Anna,S&D,Sweden,81.11,95.61,78.41
CAPOULAS SANTOS Luis Manuel,S&D,Portugal,94.65,95.57,89.71
MACOVEI Monica Luisa,EPP,Romania,95.41,95.57,87.09
STAUNER Gabriele,EPP,Germany,94.07,95.57,94.35
LEICHTFRIED Jörg,S&D,Austria,88.81,95.50,90.89
DAVIES Chris,ALDE/ADLE,United Kingdom,94.47,95.47,85.79
KOCH-MEHRIN Silvana,ALDE/ADLE,Germany,93.98,95.41,60.68
CZARNECKI Ryszard,ECR,Poland,86.38,95.38,79.83
DEVA Nirj,ECR,United Kingdom,94.67,95.36,74.67
FAJMON Hynek,ECR,Czech Republic,91.44,95.33,90.86
KASTLER Martin,EPP,Germany,92.26,95.32,90.22
BIZZOTTO Mara,EFD,Italy,82.08,95.30,91.21
HIRSCH Nadja,ALDE/ADLE,Germany,91.24,95.29,83.42
SALVINI Matteo,EFD,Italy,83.77,95.29,76.91
LAMBSDORFF Alexander Graf,ALDE/ADLE,Germany,91.25,95.28,78.52
DESS Albert,EPP,Germany,92.88,95.18,98.51
SWOBODA Hannes,S&D,Austria,97.45,95.18,80.06
ELLES James,ECR,United Kingdom,94.16,95.15,67.59
CASTEX Françoise,S&D,France,91.68,95.11,87.89
HANNAN Daniel,ECR,United Kingdom,93.92,95.06,76.34
MORVAI Krisztina,NI,Hungary,0.00,95.03,63.93
ALVARO Alexander,ALDE/ADLE,Germany,92.25,94.96,61.57
TOIA Patrizia,S&D,Italy,94.17,94.93,78.91
POSSELT Bernd,EPP,Germany,94.17,94.89,93.41
BALZANI Francesca,S&D,Italy,93.90,94.84,71.40
ROTH-BEHRENDT Dagmar,S&D,Germany,92.06,94.77,64.95
HÉNIN Jacky,GUE-NGL,France,82.34,94.74,78.29
KRAHMER Holger,ALDE/ADLE,Germany,88.26,94.74,88.61
NICOLAI Norica,ALDE/ADLE,Romania,92.86,94.70,85.20
ANGELILLI Roberta,EPP,Italy,92.06,94.49,93.92
PIEPER Markus,EPP,Germany,93.49,94.24,90.65
POC Pavel,S&D,Czech Republic,93.36,94.20,96.72
COSTA Silvia,S&D,Italy,93.55,94.20,77.32
ARLACCHI Pino,S&D,Italy,92.10,94.01,78.41
CHATZIMARKAKIS Jorgo,ALDE/ADLE,Germany,91.84,93.76,80.02
CAMPBELL BANNERMAN David,ECR,United Kingdom,81.27,93.71,78.02
SEVERIN Adrian,NI,Romania,0.00,93.60,87.11
WOJCIECHOWSKI Janusz,ECR,Poland,85.60,93.38,77.95
STREJČEK Ivo,ECR,Czech Republic,89.68,93.35,88.42
FALBR Richard,S&D,Czech Republic,92.79,93.31,75.29
SIWIEC Marek,S&D,Poland,92.78,93.15,78.38
FLORENZ Karl-Heinz,EPP,Germany,92.89,93.02,75.59
MOREIRA Vital,S&D,Portugal,91.35,93.00,87.23
PROVERA Fiorello,EFD,Italy,82.14,92.73,83.06
LÖSING Sabine,GUE-NGL,Germany,92.82,92.05,86.65
WILS Sabine,GUE-NGL,Germany,92.73,92.04,87.00
BAALEN Johannes Cornelis van,ALDE/ADLE,Netherlands,83.10,91.83,61.67
RANSDORF Miloslav,GUE-NGL,Czech Republic,84.80,91.38,88.72
ZIOBRO Zbigniew,EFD,Poland,73.34,91.23,77.93
BENNION Phil,ALDE/ADLE,United Kingdom,87.95,91.19,93.73
ZELLER Joachim,EPP,Germany,89.67,90.33,89.67
BLOOM Godfrey,NI,United Kingdom,0.00,88.74,23.11
MÉLENCHON Jean-Luc,GUE-NGL,France,79.19,88.43,71.40
WINKLER Hermann,EPP,Germany,85.68,87.18,90.71
PIETIKÄINEN Sirpa,EPP,Finland,80.39,86.93,81.15
BENNAHMIAS Jean-Luc,ALDE/ADLE,France,74.34,85.14,89.18
ZANONI Andrea,S&D,Italy,84.48,84.72,97.86
SZEGEDI Csanád,NI,Hungary,0.00,81.06,58.08
HELMER Roger,EFD,United Kingdom,67.97,79.65,87.53
ZASADA Artur,ECR,Poland,64.92,78.24,89.70
ROSSI Oreste,EPP,Italy,85.06,74.41,94.56
COLMAN Trevor,NI,United Kingdom,0.00,70.01,50.47
TARAND Indrek,Greens/EFA,Estonia,95.16,68.57,85.75
DE MARTINI Susy,ECR,Italy,90.63,63.14,61.09
RINALDI Niccolò,ALDE/ADLE,Italy,89.99,0.00,83.22
CHILDERS Nessa,NI,Ireland,0.00,0.00,93.35
TAVARES Rui,Greens/EFA,Portugal,88.89,0.00,88.85
HARKIN Marian,ALDE/ADLE,Ireland,89.24,0.00,88.88
TŐKÉS László,EPP,Romania,95.05,0.00,79.59
BONANINI Franco,NI,Italy,0.00,0.00,96.40
KAMIŃSKI Michał Tomasz,ECR,Poland,77.77,0.00,58.70
WERTHMANN Angelika,NI,Austria,80.48,0.00,97.33
ARSENIS Kriton,S&D,Greece,93.69,0.00,77.20
TZAVELA Niki,EFD,Greece,61.49,0.00,60.02
J.A.J. STASSEN Laurence,NI,Netherlands,0.00,0.00,86.07
